tweet,label
सन वर्षात मराठा समाजाला नोकऱ्या शैक्षणिक संस्थामध्ये आरक्षणाचा लाभ मिळणार …,1
मित्र आरश्या सारखे असतात,1
तुझ्या हिश्श्याचं चांदणं अजून छतावर तसंच आलीस कधी चुकून अंधाराला विकून जा कोपऱ्यात पडलेला चंद्र तेवढा ज…,1
आपन गोटया खेळायच्या फक्त,1
अकबराच्या सहिष्णु प्रतिमेमागचं सत्य जाणून घ्या इतिहास धक्कादायक,1
च्यायला बरं आत्तापर्यंत मनमोहन सिंगांवर कोणीही उठून काहीही बोलायचं मग त्यामध्ये शि…,1
मनात खूप असतं सांगता कसली भीती असते माहीत कधी कधी नात्यातला गुंता सोडवण्यापेक्षा शां…,1
तुला समजला नां मंद सैनिकांना अस उलट मराठी कळत,1
ट्विटरवर जे लोक टीएलवर याविषयांवर सर्वात जास्त ट्विटस करत असतात तेच लोक सर्वात जास्त इतर…,1
तुम्ही धीर किती धरता धीर धरण्याचं सामर्थ्य तुमच्यात किती ह्या गोष्टीला आयुष्यात जास्त महत्व श्रीकृष्ण…,1
राहिला विषय पदाचा ज्या वेळेला गुलाम लाचार सतरंज्या उच…,1
सरकारने मीडिया ने रिह्या सुशांत कंगना यांना जेवढं गांभीर्याने घेतला तितकंच राहुल गांधी ला घेतला असत थो…,1
तुम्हाला कसे माहीत तेकिती बाजू घेणार तिची प्रसिद्धीसाठी तोंडात येईल बोलते,1
जर प्रेमाची परिभाषा जणून घ्यायची असेल मग आधी तुम्ही स्वःतावर प्रेम करायला शिकाकारण जो व्यक्ती स्वःतावर प्रेम कर…,1
मराठा आरक्षण प्रकरण विस्तारित खंडपीठाकडे सोपवलं गेलं मराठा आरक्षणाला तात्पुरती स्थगिती देण्यात यावर…,1
प्रीमियर लीग अवघ्या पाच दिवसांवर येऊन ठेपली हंगामात सर्वाधिक गोल्स कोण करेल,1
खोटेपणा मोठेपणा दाखवून माणसं जोडता येतात टिकवता जे रियल अस करा आपला स्व…,1
करोनाच्या प्रादुर्भावामुळे सात महिन्यांपूर्वी भूमिपूजन होऊनही कागदावरच राहिलेल्या बहुचर्चित समूह पुनर्विकास…,1
जीवनात त्याच गोष्टी करण्यात मजा ज्या गोष्टीला लोक म्हणतात तुला कधीच जमणार शुभ सकाळ शिव…,1
आयुष्य इतक सुंदर नसतं जर तुझी एन्ट्री नसती हसत खेळत रडखडत डोक्यावर प्रेमाची टपली पडली नसती,1
माणुसकीचे असावे माणसाला छंद तेंव्हाच जोडले जातात मनाशी मनाचे रेशमी बंध ठिकाणी फॉलो अनफॉलो करणा…,1
भाजपचे खासदार च्या आयटी सेल संदर्भात म्हणतात वाचा,1
त्यांच्या निष्ठावंत समर्थकांची खरच गोची झालीये त्यांनाही आतून पटलं नसणार पण…,1
एकाचे शंभर करायला वेळ लागत शून्याचा करायला वेळ लागतो नियम खुद्द सचिन तेंडुलकरलाही लागू …,1
आठशे चारशे एखाद्याला हसण्यापुर्वी आपण किती चुका करीत असतो एकदा पाहायला हवे,1
ह्या अन जोरजोरात प्रश्न विचारणाऱ्या पत्रकारांच्या डोक्यावर परिणाम झालाय वाटत त्यांना काका पोस्टमन आहेत…,1
शरीर नेहमी उष्ण असणे हिरड्यांतून रक्त येणे शरिराची आग होणे अंगावर गां…,1
आठवले पक्षाचा कार्यकर्त्यांकडे बघितलं असं वाटत संविधान फक्त बाबासाहेबानी बनवलाय आम्ही मानणार जर दु…,1
राज्य छोटे असले चालेल स्वतःच असावं स्वतःचं अस्तित्व निर्माण करा जग तुमचा आदर करेल,1
जीवनात मित्र बनवा जो आपले दुःख विचारता फक्त हावभाव चेहऱ्यावरुन ओळखू शकेल,1
चषक जिंकल्यावर कॅप्टन कुल धोनी अचानक कुठे गायब होतो वाचा कौतुकास्पद उत्तर,1
शिवजन्मभूमी भगवा शालू नटली निसर्गाची माया,1
वर्षांपूर्वी घरात गणेश स्थापना कारणावरून दलित बंधूंना वाळीत टाकणारे स्वयंघोषित रिपब्लिकन नेते देवळाचं रा…,1
येत्या काळात ड्रग आवश्यकता बनते बिचारे कलाकार बळी पडतात ड्रग आवश्यकता असल्याने गुन्हा ठ…,1
राज्याचे मुख्यमंत्री उध्दव कंगनाच्या मागे हात धुऊन मागे लागले बायकांच्या मागे…,1
जर खरच मानसिक समाधान जगातली सगळ्यात मोठी श्रीमंती असेल वातानुकूलित चारचाकी मध्ये फिरणाऱ्या नोकरदारापेक्षा रोडवर…,1
शेजारच्यांच्या घरी जाऊन रविवारचा सिनेमा पाहताना जाहिरात लागल्यावर जेवण पाणी पिण्याची आठवण व्हा…,1
ज्येष्ठ उच्चविद्याविभूषित अभिनेत्री लीला चिटणीस यांची जयंती हिंदी चित्रपटातील वात्सल्यसिंधू आई त्या…,1
चा स्वस्त वेरिएंट कंपनीच्या साइट वर लिस्ट येईल लवकरच,1
क्रेडिट कार्ड वापरताय गोष्टींचे भान ठेवले मोठ्या समस्यांना सामोरे जावे लागेल,1
मिट्रो कोथरुड मध्ये टेस्टिंग सेंटर कुठे एनी आयडिया पॉसिटीव्ह आल्यानंतर चे प्रोटोकॉलस स्टेप्स बद्दल कोणाला आ…,1
कोणाही टॉम डिक हॅरीनं मुख्यमंत्र्यांचा केलेला अनादर स्वीकारार्ह जलील यांचा कंगनाला टोलाखासदार इम्तियाज…,1
नशीबवान खूपच नशीबवान मग येतात अजूनही ची पूर्ण जाहिरात बघणारे कारण च्या बाईलवेड्या फालतू मालि…,1
गप्प मान…,1
इमारत पुन्हा उभी राहील परंतु सरकार पडेल पुन्हा उभे राहील,1
ची मराठी वर लक्ष्य द्या असं वाटतंय तोंडात पान मसाला घालून बोलू राहिला,1
माझे मित्र जेव्हा त्यांना पार्टी देतो तेव्हा खातात पितात जन्मल्या पासून खाल्लच,1
रिया…,1
ॐ जैसे लाखोलीचें धान्य । निवडून वेंचितां होतें मान्य । सगट मानितां अमान्य । देव क्षोभे ।। काहिण्या कथा गोष्टी पवाड ।…,1
राज्यात उभारण्यात आलेल्या जम्बो कोविड सेंटरमधील परिस्थितीकडे सरकारचं लक्ष वेधत फडणवीस यांनी सरकारवर टीका आले…,1
मुख्यमंत्री बंगला दुरुस्ती साठी विदर्भ पूरग्रस्त लोकांसाठी हीच तुमची राज्याच्या…,1
तमिळनाडूचा मेकॅनिकल इंजिनीयर आयपीएलमध्ये करोडपती होतो तेव्हा,1
प्रकाशित हो…,1
विराटशी तुलना करणे सोडा आसपासही,1
आपली घरं जळत दुसऱ्यांच्या घरांवर आग लागलेली बघायचं बंद करा कारवाई योग्य परंतु कोरोना अर्थव्यवस्था महागाई…,1
जर खरच मानसिक समाधान जगातली सगळ्यात मोठी श्रीमंती असेल वातानुकूलित चारचाकी मध्ये फिरणाऱ्या नोकरदारापेक्षा…,1
टाळेबंदीमुळे नोकरीवर गदा रोजगाराच्या शोधासाठी वाहतुकीचा अभाव उपनगरी गाडय़ा बंद असल्याने पालघर जिल्ह्य़ातील…,1
उद्या रक्तदान करण्याचा विचार फोटोचा याचं कनेक्शन फोटो छान दिसतोय असं वाटलं टाकला कसा…,1
उद्या राज्यपालांची भेट घेणार लोकसभा निवडणुकीत मोदीनी रुपये देण्याचा आश्वासन…,1
मदराशा चा भोंगा बंद करा विनंती केल्यावर तोंडात केळ बसलेली वर्षानुवर्षे पावसाळ्यात गटारी साफ कर…,1
छत्रपती संभाजी महाराज यांच्या नावाने कित्येक वर्षांपासून बिडी विकणाऱ्या कंपनीला अखेर दणका बसला संभाजी…,1
होणे कुटुंब व्यवस्थेला हादरा देणारं मग कोणा साथीदाराची इच्छा किंवा परस्पर संमतीने,1
आई वडिलांच्या भगीरथ प्रयत्नांनंतर आपला जन्म देखील महाराष्ट्रात राज्याची मातृ…,1
लायकी नसलेल्या बाईने मुंबईला पाकिस्तान संबोधले केंद्र सरकारने तिला जाब विचारायचा सोडून तिच्या…,1
हो त्यांना कधी कधी सोन्या हाक मारतो आम्ही दादा बिहार ला तिकडे जाऊन सोन्या सारखा हागुन नका…,1
फेसबुकच्या चावडीचे खुद्द मालक मार्क झुकरबर्ग यांच्याबद्दल अफलातून गोष्टी,1
शांत प्रसन्न मन शेवटचे हत्यार जे जीवनातील कोणत्याही प्रकारच्या आव्हानांना सामोरे जाण्यास सज्ज असते,1
मंद गंधित बागेतून पाहिले तुला जातांना फुलासोबत लाजून तू प्रणय गीत गातांना माझ्या बागेतील फुले भाग,1
रिलायंस जिओ ला मिळालेल्या प्रचंड यशाचं रहस्य समजून घ्या,1
उद्या राष्ट्रपतीची भेट घेणार लोकसभा निवडणुकीत मोदीनी रुपये देण्याचा आश्वासन दिले …,1
आपल्यापासून लपवला गेलेला रस्ता अपघात झाल्यास सरकारने पीडितांना भरपाई देण्याचा महत्वपूर्ण नियम,1
काटे च्या चांगलेच काटे रुतलेली दिसतात अरे बावळट मानसा तर्कशुद्धपध्दतीने विरोध कराय…,1
नमस्ते ट्विटरकर वाचनात आलेल्या पुस्तकाचे नाव गोष्टी माणसांच्या पुस्तक मूळ हाऊ आय टॉट माय ग्रँडमदर टू रीड अँड…,1
सप्टेंबर बगळ्यांची माळ फुले एकाहून सरस गाणी लिहिणारे कवी यांचा स्मृतिदिन निजाम सरकार…,1
मनात जे असत बोलून लिहायच्या वेळी सगळे शब्द बरोबर उच्चारतो तेच कागदावर उतरतं असताना हमखास त्यातले शब्द इथे तिथे…,1
जिथे शिवसेनेचा हाथ असतो तिकडे अनधिकृत बांधकामे पाडली जातात दुसरी कंगना ची,1
सप्टेंबर बरोबर वर्षे मध्ये महापूर येऊन गेला सप्टेंबर मध्ये आलेल्या ह्या महापुरामळे नाशिक म…,1
मरणाची जी असते तीही शेवटी मरूनच जाते जीवनातली जबाबदारी जणू मरणाला मातीच देते …,1
सुशांत बिहारचा रिया बँगलोर कंगना हिमाचल प्रदेश भांडणं महाराष्ट्रात बरोबर अध्यक्ष महोदय,1
धुंद ह्रद्ययाची तारा तु अल्लाद छेडत रहा नकोच थांबु तु असाच पडत रहा नकोच समजावु काहीच तु तसाच फक्त कळत रहा होऊ…,1
सकाळी सकाळी बातमी कोरोना रुग्णांसह पुणे जिल्हा देशांत नंबर,1
भाजपचे तेव्हाचे आमदार आताचे खासदार उन्मेष इतरांनी माजी सैनिक सोनू म…,1
नाव बदलले यांचे राजकारण करण्याचा मुद्दा होईल ना यांना फक्त घोंगडे भिजत ठेवण्यात मजा ये…,1
एमएएच बॅटरी इंचाचा डिस्प्ले असलेला डिवाईस फक्त रुपयांमध्ये भारतात लॉन्च,1
शेतकऱ्यांच्या पाचवी ला पुजलेले साली मोदी साहेबांनी स्वामीनाथन आयोग सत्तेत आल्यावर राबवण्याचं गाजर दाखवलंआम्ही…,1
शेजारच्यांच्या घरी जाऊन रविवारचा सिनेमा पाहताना जाहिरात लागल्यावर जेवण पाणी पिण्याची आठ…,1
क्रिकेटवेड्या पोरापायी गावातील जमीनदार बाप मोहालीत भाड्याच्या घरात राहू लागला,1
कधी अचानक रात्री मला झोप डोळे मिटता सगळ्या आठवणी आठवतो कधी तिच्या डोळ्यात बघतांनाकधी हसता…,1
सुखाच्या अपेक्षेने दुःखाचे वार सहन सुखाने झलक दाखवली दुःखाला बोलावणे पाठवले,1
गुजराथ मधील मृत्युंची सांख्यीकी हाॅस्पीटलायझेशन नंतर पहिल्या तासात तासात वय …,1
यार सरकारच्या मंत्र्यांमध्ये शर्यत लागली कोणाला किती धमकी चे फोन येतात जणू कुठ…,1
पालकमंत्री साहेब संगमनेर तालुक्यातील गाव माझे साली जमीन बँकेकडे गहान ठेऊन …,1
जाता हलकासा घाव दुरावणाऱ्या मनांना सुटणारा हाव,1
आपण दररोज रोपांना पाणी देतो फळ फुले फक्त ऋतूमाना प्रमाणेच येतात म्हणूनच आयुष्यात संयम ठेवा प्रत्येक गो…,1
प्रेमींनो रे ला भेट द्या आपली टीम बनवा सहभागासा…,1
बनगरवाडी व्यंकटेश माडगुळकर आवडता ग्रामीण कथासंग्रह माणदेशातल्या लेंगरवाडी नावाच्या वाडीवर…,1
कंगनाचे ऑफिस फुटल्यास सर्वात जास्त आनंदी हृतीक रोशन असेल,1
पंजाबी घरात जन्मलेला अक्षय एवढी भारी मराठी बोलतो याचं अनेकांना आश्चर्य वाटतं खिलाडी कुमारचा वाढदिवस,1
मुकेश अंबानी यांच्या निवेदनानुसार वर्षात रिलायन्स सध्याच्या दुप्पट व्यवसाय करत असेल शेअर ची किंमत अगदी व्यवसा…,1
नागपुरातील नेता महाराष्ट्र मराठी लोकांनवर मोठा काळा कलंक,1
मुळे विद्यार्थ्यांची परीक्षा,1
महाराष्ट्राचे माजी मुख्यमंत्री हिंदीत बोलत भावना त व्यक्त कर…,1
कर्म कायम धर्मा पेक्षा श्रेष्ठ राहिलयं कारण धर्म तुम्ही देवाकडे याचना करता परंतु कर्म केल्यावर देवा…,1
साखर पडो तुमच्या तोंडातखरंच असते,1
महाराष्ट्रात कोरोनाची लागण झालेल्यांची संख्या वर पोहचली त्यातील बरे झालेल्यांची संख्या इतकी आहे…,1
डॉबाबासाहेब आंबेडकर यांच्या संविधानामुळे आदिवासी माणसाने चालवणारा ट्रेड भारतात नंबरचा ट्रेड ही…,1
याआधी कितीजण बोलून गेले तेव्हा झोपले कामहाराज्यांच्या…,1
मराठा आरक्षण प्रकरण विस्तारित खंडपीठाकडे सोपवलं गेलं मराठा आरक्षणाला तात्पुरती स्थगिती देण्यात यावर विरोधी…,1
बीभत्स बॉलिवूड हिंदी चित्रपटसृष्टीच्या गोजिऱ्या चेहऱ्यामागचं विकृत विद्रुप वास्तव,1
गोविंद स्वरूप यांच भारतासाठी योगदान केवढं रिया अन बाकी सगळे तत्सम लोकांचं भारतासाठी योगदान केवढं आपला समाज गो…,1
जर प्रेमाची परिभाषा जणून घ्यायची असेल मग आधी तुम्ही स्वःतावर प्रेम करायला शिकाकारण जो व्यक्ती स्वःतावर प्रेम करतो ना…,1
शरीरापेक्षा मनाचा थकवा खूप त्रासदायक असतो शरीर थकंल शांत झोप लागते मन थकलं झोप उडते,1
सुशांत बिहारचा रिया बंगलोर ची कंगना हिमाचल प्रदेश ची भांडणं लागलेत कुठे नेऊन ठे…,1
समोरचा माणूस ज्ञानी अज्ञानी तुम्हाला मुद्द्यावर किती ज्ञान यावर अवलंबून,1
वाल्यांना राजकारण करता त्रिवार सत्य शिवसेनेने जसा सूड घेतला तसलं कृत्य जर भाजपच्या महापौ…,1
कंगना येतीये मा पंतप्रधान तेच कळत नाहीये त्यात आजीचा प्रश्न तीच घर पडायचा संबंध इतके दिवस त्यांना दिस…,1
सुडाचे राजकारण करणार्‍या शिवसेनेचा निषेध,1
सोप्पे मधील सीक्रेट चॅट लपवणे फॉलो करा स्टेप्स,1
सरकार विरोधी पक्षांनी याबद्दल बोललं पाहिजे कंगनाचे कायद्याने होउदे सरकार व्यवसाय वाढी साठी करत हे…,1
दादा शेतकऱ्यांचा गरिबाच्या मुलांचं कुठ चुकत तुम्ही च सांगा मराठा आरक्षण स्थगित केलं लगेच पो…,1
तू बनशील ची संध्याकाळ मस्त पैकी तुज्यात भटकत बसेन,1
अक्षरनामा मध्ये दलित आदिवासी अल्पसंख्याक समाजाचे प्रतिनिधित्व नसणाऱ्या विशिष्ट विचारसरणी प्रतिबिंबित करणाऱ्या धो…,1
कंगना सारख्या परप्रांतीय लोकांची माणसाला बदनाम करण्याची हिम्मत वाढली त्यासाठी उद्धव…,1
योग्य व्यक्तीच्या हाती अयोग्य व्यक्ती अयोग्य व्यक्तीच्या हाती योग्य व्यक्ती गेल्याने प्रेमाला निष्कारण बदनाम व्हा…,1
यायच्या आधीच तोडफोड सुरु येताच तोडफोड बंद एवढं घाबरायचं,1
उठा उठा सकाळ देशातील काहीतरी विकायची वेळ सुप्रभात,1
झाशीची राणी लक्ष्मीबाई नेवाळकर होत्या झाशी संस्थान साम्राज्याच्या सरदाराचे उर्फ,1
विदर्भ महाराष्ट्राचाच तिकडचे लोक हिंदी बोलतात विदर्भ मध्यप्रदेशचा भाग म्हणत असतील काश्मीरचे बहुतांशी नागरिक…,1
तुषार दामगुडे ह्या मावळ्यांनी भंगार परिषद संबंध यांच्याबद्दल तक्रार दाखल आसपास…,1
स्वस्त एक्सबॉक्स गेमिंग कॉन्सोल,1
महापालिका परिवहन उपक्रमामार्फत मार्गावरील बससेवा बसमध्ये जागा मिळविण्यासाठी प्रवाशांची दर…,1
कोरोनाकाळात स्वतःचे अपयश झाकण्यासाठी केंद्रातील भाजप राज्यातील महाभकास आघाडी सुशांत सिंग प्रकरणाचा पुरेपूर वापर…,1
विदर्भातील पूरस्थिती मुळे झालेले नुकसान प्रचंड राज्यकर्त्यांनी पूरस्थितीची म्हणावी तशी दखल घेतलेली दिस…,1
दूरदर्शन च्या काळात वृत्तनिवेदकाना असणारा मान सन्मान आजच्या ब्रेकिंग न्युज देणाऱ्या पत्रकारांनी धुळीला मिळवला न्यूज चॅनेल…,1
कधी कोणत्या अपप्रवृत्ती कडून माझ्या जिवास धोका असं वाटेल तेव्हा फक्त यांच्याकडे हक्काने मदत मा…,1
उद्धव ठाकरे यांना एकेरी संबोधलं हक्कभंग आणल्या जातो मग फडणवीस मुख्यमंत्री असताना त्यांना शरीरावरुन विरोधक टर…,1
नव्ह सिंगर मामी ला एखादा पुरस्कार द्यायला पाहिजे,1
समोरचा आपल्याला समजतो जाणून घेणे खूप महत्वाचं असतं नाहीतर आपण नाती सांभाळत बसतो समोरचा बुद्धिबळाच्या चाली खेळून…,1
मिडीया ला कोणीतरी समजावून सांगा रे देशाला रियाची गरज शेतकर्‍यांना यु रिया ची युवकांना नोकरी ची गरज आहे…,1
बुधवारचा कॉलम – फोकस – सोनेरी सिंहाचे लाल ड्रॅगनला आव्हान,1
कबीर कलामंचाच्या सागर गोरखे रमेश गायचोर यांना कडून अटक,1
प्रत्येक मुलीचं आयुष्य जन्म काका ह्यात पिंक कलर दाखवा ना मृत्यू,1
मराठा आरक्षण प्रकरण विस्तारित खंडपीठाकडे सोपवलं गेलं मराठा आरक्षणाला तात्पुरती स्थगिती देण्यात यावर विरोधी स…,1
वी वी च्या विद्यार्थ्यांना अभ्यास लक्षात राहण्यासाठी महत्वाच्या सूचना सांगणारा लेख जरूर वाचा आणि…,1
आयुष्यात खूप दुःख असतील सर्वात जास्त दुःख दुसऱ्यांकडून अपेक्षा ठेवल्यामुळेच येतात अपेक्षा बंद दुःख आपोआप क…,1
मुंबई आपली आणी ईथे आवाजही आपलाच हवा,1
ओंकार स्वरूपा च्या भक्तीने ऋतू हिरवा च्या सरींनी चिंब करणारे श्रीश्रीधर सुधीर फडकेजी जन्मदिन अभिष्टचिंत…,1
सध्याची आर्थिक महामंदी धोकादायक साली आलेली बौद्धिक महामंदी धोकादायक आर्थिक…,1
असो खरं ज्यांच्याकडून सगळ्यात जास्त अपेक्षा असते त्यांनीच जर अपे…,1
कर्जाच्या खाईत ढकलण्याचा मोदी सरकारचा प्रयत्न उद्धव ठाकरे मुख्यमंत्री उद्धव ठाकरे यांचा मोदी सरकारवर आरोप,1
जगात आम्ही स्कॉटलंड यार्ड नंतर दुसरी भारी पोलिस कुठली म्हटलं एकच नाव निघत मुंबईपोलीस राजकीय नेत्यांनी…,1
ह्यावरून एकच सिद्ध तुम्ही नक्कीच अंध भक्त आहात किंवा पत्रकारिता तुम्ही फक्त दुजाभाव म्हणून…,1
अर घंटा नाद आंदोलनाचे पुढं झालं रे अमित शहांच्या आदेशावरून सगळे कंगणाला सिक्योरिटी दयायला…,1
ति स्वता चा जिव वाचु शकली असती परंतु आईची माया आईची माया जग तिच्या पाया ना दुसरे दैवत तु…,1
